,id_wizyty,Data,Godzina,Id lekarza,Czas trwania wizyty,Rodzaj wizyty,id_zwierzęcia
1507,1507,2020-05-06,15:45:00,1,01:00,testy alergiczne,890
1508,1508,2020-05-06,08:00:00,2,00:30,USG,1164
1509,1509,2020-05-06,08:30:00,2,00:15,zabieg higieniczny drobny,565
1510,1510,2020-05-06,09:15:00,2,00:30,zabieg higieniczy duży,169
1511,1511,2020-05-06,09:45:00,2,02:00,eutanazja,836
1512,1512,2020-05-06,12:15:00,2,00:15,wydanie paszportu,366
1513,1513,2020-05-06,15:30:00,2,00:30,kroplówka witaminowa,615
1514,1514,2020-05-06,08:15:00,3,00:30,zabieg chirurgiczny drobny,436
1515,1515,2020-05-06,09:15:00,3,01:00,zabieg okulistyczny ,304
1516,1516,2020-05-06,14:15:00,3,00:30,zabieg chirurgiczny drobny,217
1517,1517,2020-05-06,14:45:00,3,00:30,zabieg chirurgiczny drobny,519
1518,1518,2020-05-06,15:30:00,3,00:30,zabieg chirurgiczny drobny,340
1519,1519,2020-05-07,09:00:00,1,00:15,chipowanie,527
1520,1520,2020-05-07,11:45:00,1,00:15,wydanie paszportu,622
1521,1521,2020-05-07,12:30:00,1,00:15,badanie krwi,65
1522,1522,2020-05-07,13:00:00,1,02:00,Kompleksowy zestaw badań ,1085
1523,1523,2020-05-07,16:00:00,1,01:00,antykoncepcja,1091
1524,1524,2020-05-07,17:00:00,1,00:15,badanie krwi,260
1525,1525,2020-05-07,12:00:00,2,00:30,RTG,444
1526,1526,2020-05-07,12:30:00,2,01:00,testy alergiczne,1106
1527,1527,2020-05-07,15:45:00,2,00:15,zabieg higieniczny drobny,945
1528,1528,2020-05-07,16:30:00,2,00:15,zabieg higieniczny drobny,899
1529,1529,2020-05-07,10:00:00,3,00:30,zabieg chirurgiczny drobny,249
1530,1530,2020-05-07,11:15:00,3,00:15,konsultacja chirurgiczna,406
1531,1531,2020-05-07,15:45:00,3,00:15,konsultacja chirurgiczna,615
1532,1532,2020-05-07,16:00:00,3,01:00,zabieg chrurgii zewnętrznej,246
1533,1533,2020-05-08,09:00:00,2,01:00,zabieg ortopedyczny,279
1534,1534,2020-05-08,11:15:00,2,01:00,zabieg ortopedyczny,890
1535,1535,2020-05-08,12:15:00,2,01:00,testy alergiczne,932
1536,1536,2020-05-08,17:15:00,2,01:00,antykoncepcja,576
1537,1537,2020-05-09,12:30:00,1,01:00,testy alergiczne,383
1538,1538,2020-05-10,09:00:00,2,01:00,antykoncepcja,141
1539,1539,2020-05-10,10:00:00,2,00:30,zabieg higieniczy duży,622
1540,1540,2020-05-10,10:30:00,2,02:00,eutanazja,199
1541,1541,2020-05-10,12:30:00,2,00:30,zabieg higieniczy duży,481
1542,1542,2020-05-11,10:00:00,1,00:30,zabieg higieniczy duży,1121
1543,1543,2020-05-11,10:30:00,1,01:00,antykoncepcja,725
1544,1544,2020-05-11,11:30:00,1,00:30,kroplówka witaminowa,961
1545,1545,2020-05-11,12:30:00,1,00:15,badanie krwi,524
1546,1546,2020-05-11,13:15:00,1,00:15,zabieg higieniczny drobny,572
1547,1547,2020-05-11,13:30:00,1,01:00,zabieg ortopedyczny,307
1548,1548,2020-05-11,08:30:00,3,00:15,konsultacja chirurgiczna,15
1549,1549,2020-05-11,08:45:00,3,00:15,konsultacja chirurgiczna,914
1550,1550,2020-05-11,10:00:00,3,01:00,zabieg chrurgii zewnętrznej,1171
1551,1551,2020-05-11,11:00:00,3,00:15,konsultacja chirurgiczna,737
1552,1552,2020-05-11,11:15:00,3,01:00,zabieg chrurgii zewnętrznej,156
1553,1553,2020-05-11,12:15:00,3,00:30,zabieg chirurgiczny drobny,1086
1554,1554,2020-05-11,13:00:00,3,00:30,zabieg chirurgiczny drobny,572
1555,1555,2020-05-11,13:30:00,3,00:15,konsultacja chirurgiczna,371
1556,1556,2020-05-11,13:45:00,3,00:30,zabieg chirurgiczny drobny,1106
1557,1557,2020-05-11,14:15:00,3,01:00,zabieg chrurgii zewnętrznej,406
1558,1558,2020-05-11,15:45:00,3,01:00,zabieg okulistyczny ,228
1559,1559,2020-05-12,08:00:00,1,00:30,EKG,1042
1560,1560,2020-05-12,08:45:00,1,00:30,USG,673
1561,1561,2020-05-12,09:15:00,1,00:30,kroplówka witaminowa,342
1562,1562,2020-05-12,10:15:00,1,00:30,kroplówka witaminowa,1135
1563,1563,2020-05-12,10:45:00,1,00:15,kontrolna,572
1564,1564,2020-05-12,11:45:00,1,00:15,wydanie paszportu,260
1565,1565,2020-05-12,14:00:00,1,00:15,zabieg higieniczny drobny,702
1566,1566,2020-05-12,15:15:00,1,00:30,USG,808
1567,1567,2020-05-12,15:45:00,1,01:00,zabieg ortopedyczny,481
1568,1568,2020-05-12,10:45:00,2,01:00,testy alergiczne,484
1569,1569,2020-05-12,12:00:00,2,00:15,wydanie paszportu,660
1570,1570,2020-05-12,12:15:00,2,00:30,RTG,834
1571,1571,2020-05-12,14:15:00,2,02:00,eutanazja,217
1572,1572,2020-05-12,08:00:00,3,00:30,zabieg chirurgiczny drobny,59
1573,1573,2020-05-12,08:30:00,3,01:00,zabieg chrurgii zewnętrznej,388
1574,1574,2020-05-12,09:30:00,3,00:30,zabieg chirurgiczny drobny,336
1575,1575,2020-05-12,10:30:00,3,02:00,operacja w znieczuleniu częściowym,1064
1576,1576,2020-05-12,12:30:00,3,01:00,zabieg okulistyczny ,899
1577,1577,2020-05-12,14:45:00,3,00:30,zabieg chirurgiczny drobny,562
1578,1578,2020-05-12,15:30:00,3,00:30,zabieg chirurgiczny drobny,212
1579,1579,2020-05-13,08:00:00,1,00:30,USG,963
1580,1580,2020-05-13,08:30:00,1,01:00,antykoncepcja,332
1581,1581,2020-05-13,11:00:00,1,00:15,wydanie paszportu,980
1582,1582,2020-05-13,12:30:00,1,00:30,zabieg higieniczy duży,699
1583,1583,2020-05-13,13:15:00,1,00:15,szczepienie,92
1584,1584,2020-05-13,13:30:00,1,02:00,Kompleksowy zestaw badań ,383
1585,1585,2020-05-13,08:00:00,2,00:15,wydanie paszportu,92
1586,1586,2020-05-13,11:30:00,2,00:15,kontrolna,82
1587,1587,2020-05-13,11:45:00,2,00:30,RTG,643
1588,1588,2020-05-13,12:30:00,2,00:30,kroplówka witaminowa,1064
1589,1589,2020-05-13,13:00:00,2,00:15,chipowanie,999
1590,1590,2020-05-13,13:30:00,2,00:30,USG,1140
1591,1591,2020-05-13,14:15:00,2,01:00,zabieg ortopedyczny,1169
1592,1592,2020-05-13,15:15:00,2,00:15,zabieg higieniczny drobny,1109
1593,1593,2020-05-13,08:30:00,3,01:00,zabieg chirurgii wewnętrznej,740
1594,1594,2020-05-13,09:30:00,3,00:15,konsultacja chirurgiczna,212
1595,1595,2020-05-13,09:45:00,3,00:30,zabieg chirurgiczny drobny,1037
1596,1596,2020-05-13,11:30:00,3,01:00,zabieg chirurgii wewnętrznej,249
1597,1597,2020-05-13,12:30:00,3,00:30,zabieg chirurgiczny drobny,648
1598,1598,2020-05-13,14:15:00,3,00:15,konsultacja chirurgiczna,1194
1599,1599,2020-05-13,15:00:00,3,00:15,konsultacja chirurgiczna,849
1600,1600,2020-05-14,10:30:00,1,00:15,kontrolna,643
1601,1601,2020-05-14,10:45:00,1,00:30,kroplówka witaminowa,660
1602,1602,2020-05-14,11:15:00,1,01:00,antykoncepcja,186
1603,1603,2020-05-14,12:15:00,1,00:30,kroplówka witaminowa,454
1604,1604,2020-05-14,12:45:00,1,00:30,USG,832
1605,1605,2020-05-14,13:15:00,1,00:15,szczepienie,599
1606,1606,2020-05-14,13:45:00,1,00:15,szczepienie,127
1607,1607,2020-05-14,16:15:00,1,01:00,zabieg ortopedyczny,794
1608,1608,2020-05-14,17:15:00,1,00:30,kroplówka witaminowa,811
1609,1609,2020-05-14,17:45:00,1,00:15,szczepienie,59
1610,1610,2020-05-14,08:30:00,2,01:00,testy alergiczne,1097
1611,1611,2020-05-14,09:30:00,2,01:00,testy alergiczne,936
1612,1612,2020-05-14,11:15:00,2,00:15,kontrolna,1081
1613,1613,2020-05-14,14:15:00,2,00:30,EKG,537
1614,1614,2020-05-14,15:00:00,2,00:15,wydanie paszportu,594
1615,1615,2020-05-14,15:15:00,2,01:00,zabieg ortopedyczny,671
1616,1616,2020-05-14,17:45:00,2,00:15,zabieg higieniczny drobny,36
1617,1617,2020-05-14,08:15:00,3,00:15,konsultacja chirurgiczna,802
1618,1618,2020-05-14,08:30:00,3,00:30,zabieg chirurgiczny drobny,1126
1619,1619,2020-05-14,10:15:00,3,01:00,zabieg chrurgii zewnętrznej,460
1620,1620,2020-05-14,12:15:00,3,02:00,operacja pod narkozą,495
1621,1621,2020-05-14,14:15:00,3,00:15,konsultacja chirurgiczna,438
1622,1622,2020-05-14,14:30:00,3,02:00,operacja w znieczuleniu częściowym,634
1623,1623,2020-05-14,17:00:00,3,01:00,zabieg okulistyczny ,466
1624,1624,2020-05-15,10:30:00,2,00:30,kroplówka witaminowa,942
1625,1625,2020-05-15,12:00:00,2,01:00,testy alergiczne,87
1626,1626,2020-05-15,13:15:00,2,01:00,zabieg ortopedyczny,1035
1627,1627,2020-05-15,15:15:00,2,00:30,RTG,366
1628,1628,2020-05-16,09:30:00,1,02:00,eutanazja,59
1629,1629,2020-05-16,11:30:00,1,00:15,wydanie paszportu,873
1630,1630,2020-05-17,10:00:00,2,00:30,RTG,576
1631,1631,2020-05-17,10:30:00,2,01:00,testy alergiczne,494
1632,1632,2020-05-17,11:30:00,2,01:00,antykoncepcja,832
1633,1633,2020-05-18,08:30:00,1,00:15,badanie krwi,759
1634,1634,2020-05-18,11:15:00,1,00:15,badanie krwi,508
1635,1635,2020-05-18,13:45:00,1,00:30,RTG,244
1636,1636,2020-05-18,14:45:00,1,01:00,testy alergiczne,250
1637,1637,2020-05-18,15:45:00,1,00:15,wydanie paszportu,933
1638,1638,2020-05-18,08:30:00,3,02:00,operacja pod narkozą,65
1639,1639,2020-05-18,11:00:00,3,01:00,zabieg chrurgii zewnętrznej,801
1640,1640,2020-05-18,12:30:00,3,01:00,zabieg okulistyczny ,839
1641,1641,2020-05-18,13:30:00,3,01:00,zabieg chrurgii zewnętrznej,1088
1642,1642,2020-05-18,15:30:00,3,00:30,zabieg chirurgiczny drobny,94
1643,1643,2020-05-19,08:15:00,1,01:00,testy alergiczne,87
1644,1644,2020-05-19,09:15:00,1,00:30,RTG,686
1645,1645,2020-05-19,09:45:00,1,00:30,EKG,1121
1646,1646,2020-05-19,11:45:00,1,01:00,testy alergiczne,480
1647,1647,2020-05-19,13:45:00,1,00:30,RTG,169
1648,1648,2020-05-19,14:15:00,1,00:15,wydanie paszportu,436
1649,1649,2020-05-19,15:15:00,1,00:15,wydanie paszportu,65
1650,1650,2020-05-19,10:00:00,2,01:00,antykoncepcja,910
1651,1651,2020-05-19,12:30:00,2,00:15,szczepienie,100
1652,1652,2020-05-19,12:45:00,2,00:15,kontrolna,1085
1653,1653,2020-05-19,13:00:00,2,00:15,wydanie paszportu,29
1654,1654,2020-05-19,13:15:00,2,02:00,Kompleksowy zestaw badań ,758
1655,1655,2020-05-19,15:30:00,2,00:15,wydanie paszportu,873
1656,1656,2020-05-19,08:00:00,3,00:15,konsultacja chirurgiczna,309
1657,1657,2020-05-19,09:15:00,3,00:15,konsultacja chirurgiczna,329
1658,1658,2020-05-19,09:30:00,3,00:15,konsultacja chirurgiczna,192
1659,1659,2020-05-19,11:45:00,3,00:15,konsultacja chirurgiczna,206
1660,1660,2020-05-19,12:00:00,3,00:30,zabieg chirurgiczny drobny,92
1661,1661,2020-05-19,12:30:00,3,00:15,konsultacja chirurgiczna,357
1662,1662,2020-05-19,12:45:00,3,00:15,konsultacja chirurgiczna,1010
1663,1663,2020-05-19,13:30:00,3,00:15,konsultacja chirurgiczna,1165
1664,1664,2020-05-19,13:45:00,3,01:00,zabieg chirurgii wewnętrznej,495
1665,1665,2020-05-20,10:00:00,1,02:00,Kompleksowy zestaw badań ,194
1666,1666,2020-05-20,12:00:00,1,01:00,testy alergiczne,1147
1667,1667,2020-05-20,13:00:00,1,01:00,antykoncepcja,480
1668,1668,2020-05-20,14:00:00,1,00:15,wydanie paszportu,1176
1669,1669,2020-05-20,15:30:00,1,00:30,USG,1173
1670,1670,2020-05-20,10:30:00,2,01:00,antykoncepcja,1109
1671,1671,2020-05-20,11:30:00,2,00:30,RTG,194
1672,1672,2020-05-20,13:00:00,2,00:15,chipowanie,301
1673,1673,2020-05-20,13:30:00,2,00:15,szczepienie,1097
1674,1674,2020-05-20,13:45:00,2,00:30,USG,1081
1675,1675,2020-05-20,15:45:00,2,00:30,EKG,991
1676,1676,2020-05-20,08:15:00,3,00:15,konsultacja chirurgiczna,1121
1677,1677,2020-05-20,08:30:00,3,01:00,zabieg chirurgii wewnętrznej,572
1678,1678,2020-05-20,09:30:00,3,00:30,zabieg chirurgiczny drobny,628
1679,1679,2020-05-20,10:00:00,3,02:00,operacja pod narkozą,29
1680,1680,2020-05-21,09:30:00,1,01:00,zabieg ortopedyczny,1010
1681,1681,2020-05-21,10:30:00,1,00:15,szczepienie,332
1682,1682,2020-05-21,11:15:00,1,01:00,testy alergiczne,1042
1683,1683,2020-05-21,12:15:00,1,00:30,USG,658
1684,1684,2020-05-21,13:00:00,1,00:15,wydanie paszportu,1005
1685,1685,2020-05-21,13:15:00,1,00:15,wydanie paszportu,212
1686,1686,2020-05-21,13:30:00,1,00:15,badanie krwi,807
1687,1687,2020-05-21,15:45:00,1,00:15,zabieg higieniczny drobny,961
1688,1688,2020-05-21,16:30:00,1,00:30,USG,490
1689,1689,2020-05-21,17:30:00,1,00:15,wydanie paszportu,725
1690,1690,2020-05-21,08:00:00,2,00:15,szczepienie,542
1691,1691,2020-05-21,08:45:00,2,00:15,zabieg higieniczny drobny,82
1692,1692,2020-05-21,11:00:00,2,00:30,USG,899
1693,1693,2020-05-21,12:45:00,2,00:15,badanie krwi,290
1694,1694,2020-05-21,13:30:00,2,00:15,badanie krwi,1156
1695,1695,2020-05-21,13:45:00,2,00:30,kroplówka witaminowa,890
1696,1696,2020-05-21,17:15:00,2,00:15,kontrolna,176
1697,1697,2020-05-21,17:30:00,2,00:15,wydanie paszportu,16
1698,1698,2020-05-21,08:00:00,3,02:00,operacja w znieczuleniu częściowym,1046
1699,1699,2020-05-21,12:30:00,3,00:30,zabieg chirurgiczny drobny,1046
1700,1700,2020-05-21,13:00:00,3,00:15,konsultacja chirurgiczna,656
1701,1701,2020-05-21,13:30:00,3,00:15,konsultacja chirurgiczna,168
1702,1702,2020-05-21,16:15:00,3,02:00,operacja w znieczuleniu częściowym,192
1703,1703,2020-05-22,10:00:00,2,00:30,RTG,1100
1704,1704,2020-05-22,13:15:00,2,01:00,zabieg ortopedyczny,1097
1705,1705,2020-05-22,14:45:00,2,00:30,USG,991
1706,1706,2020-05-22,15:15:00,2,00:30,USG,22
1707,1707,2020-05-22,16:15:00,2,00:15,badanie krwi,726
1708,1708,2020-05-22,16:30:00,2,01:00,testy alergiczne,839
1709,1709,2020-05-22,17:30:00,2,00:15,wydanie paszportu,274
1710,1710,2020-05-22,17:45:00,2,00:15,chipowanie,594
1711,1711,2020-05-23,09:00:00,1,01:00,testy alergiczne,584
1712,1712,2020-05-23,10:00:00,1,00:15,badanie krwi,1081
1713,1713,2020-05-23,10:15:00,1,00:15,kontrolna,594
1714,1714,2020-05-23,11:30:00,1,01:00,testy alergiczne,779
1715,1715,2020-05-23,12:30:00,1,00:30,zabieg higieniczy duży,281
1716,1716,2020-05-24,09:00:00,2,00:30,RTG,36
1717,1717,2020-05-24,10:45:00,2,00:15,zabieg higieniczny drobny,899
1718,1718,2020-05-24,11:00:00,2,00:30,USG,658
1719,1719,2020-05-25,08:00:00,1,01:00,testy alergiczne,305
1720,1720,2020-05-25,09:45:00,1,00:15,chipowanie,823
1721,1721,2020-05-25,10:15:00,1,00:30,USG,62
1722,1722,2020-05-25,11:45:00,1,01:00,testy alergiczne,1135
1723,1723,2020-05-25,12:45:00,1,00:15,zabieg higieniczny drobny,731
1724,1724,2020-05-25,13:15:00,1,00:30,zabieg higieniczy duży,731
1725,1725,2020-05-25,14:45:00,1,01:00,testy alergiczne,961
1726,1726,2020-05-25,15:45:00,1,02:00,Kompleksowy zestaw badań ,430
1727,1727,2020-05-25,08:00:00,3,00:30,zabieg chirurgiczny drobny,11
1728,1728,2020-05-25,09:00:00,3,00:15,konsultacja chirurgiczna,572
1729,1729,2020-05-25,09:15:00,3,00:30,zabieg chirurgiczny drobny,257
1730,1730,2020-05-25,09:45:00,3,00:15,konsultacja chirurgiczna,385
1731,1731,2020-05-25,10:00:00,3,00:30,zabieg chirurgiczny drobny,1126
1732,1732,2020-05-25,10:30:00,3,00:30,zabieg chirurgiczny drobny,480
1733,1733,2020-05-25,11:00:00,3,00:15,konsultacja chirurgiczna,1018
1734,1734,2020-05-25,11:15:00,3,00:15,konsultacja chirurgiczna,873
1735,1735,2020-05-25,11:30:00,3,00:15,konsultacja chirurgiczna,540
1736,1736,2020-05-25,12:15:00,3,00:15,konsultacja chirurgiczna,279
1737,1737,2020-05-25,12:30:00,3,00:15,konsultacja chirurgiczna,786
1738,1738,2020-05-25,13:00:00,3,02:00,operacja pod narkozą,884
1739,1739,2020-05-25,15:15:00,3,00:15,konsultacja chirurgiczna,565
1740,1740,2020-05-25,15:30:00,3,00:30,zabieg chirurgiczny drobny,188
1741,1741,2020-05-26,09:30:00,1,00:15,zabieg higieniczny drobny,335
1742,1742,2020-05-26,09:45:00,1,00:30,kroplówka witaminowa,1102
1743,1743,2020-05-26,12:45:00,1,01:00,antykoncepcja,834
1744,1744,2020-05-26,14:45:00,1,00:30,RTG,768
1745,1745,2020-05-26,15:15:00,1,00:30,zabieg higieniczy duży,373
1746,1746,2020-05-26,15:45:00,1,00:30,RTG,599
1747,1747,2020-05-26,09:00:00,2,00:15,kontrolna,375
1748,1748,2020-05-26,09:15:00,2,02:00,eutanazja,449
1749,1749,2020-05-26,11:30:00,2,00:30,RTG,463
1750,1750,2020-05-26,13:00:00,2,00:15,chipowanie,628
1751,1751,2020-05-26,13:15:00,2,00:30,kroplówka witaminowa,883
1752,1752,2020-05-26,14:15:00,2,00:15,wydanie paszportu,626
1753,1753,2020-05-26,14:30:00,2,00:15,szczepienie,274
1754,1754,2020-05-26,14:45:00,2,00:15,badanie krwi,275
1755,1755,2020-05-26,15:00:00,2,02:00,Kompleksowy zestaw badań ,305
1756,1756,2020-05-26,08:00:00,3,02:00,operacja pod narkozą,251
1757,1757,2020-05-26,10:00:00,3,00:15,konsultacja chirurgiczna,540
1758,1758,2020-05-26,10:15:00,3,01:00,zabieg chrurgii zewnętrznej,1158
1759,1759,2020-05-26,11:15:00,3,00:15,konsultacja chirurgiczna,542
1760,1760,2020-05-27,08:45:00,1,00:30,kroplówka witaminowa,112
1761,1761,2020-05-27,09:45:00,1,00:15,zabieg higieniczny drobny,82
1762,1762,2020-05-27,11:00:00,1,00:15,zabieg higieniczny drobny,686
1763,1763,2020-05-27,13:45:00,1,00:30,EKG,881
1764,1764,2020-05-27,14:15:00,1,01:00,zabieg ortopedyczny,364
1765,1765,2020-05-27,15:15:00,1,01:00,antykoncepcja,246
1766,1766,2020-05-27,08:00:00,2,00:15,kontrolna,336
1767,1767,2020-05-27,08:30:00,2,02:00,Kompleksowy zestaw badań ,425
1768,1768,2020-05-27,10:45:00,2,00:15,kontrolna,141
1769,1769,2020-05-27,15:30:00,2,00:30,zabieg higieniczy duży,1116
1770,1770,2020-05-27,08:15:00,3,00:30,zabieg chirurgiczny drobny,484
1771,1771,2020-05-27,10:30:00,3,00:30,zabieg chirurgiczny drobny,1008
1772,1772,2020-05-27,12:30:00,3,02:00,operacja w znieczuleniu częściowym,1031
1773,1773,2020-05-27,14:45:00,3,02:00,operacja pod narkozą,165
1774,1774,2020-05-28,11:15:00,1,00:15,kontrolna,307
1775,1775,2020-05-28,12:30:00,1,01:00,zabieg ortopedyczny,92
1776,1776,2020-05-28,13:30:00,1,01:00,testy alergiczne,1091
1777,1777,2020-05-28,15:15:00,1,00:30,zabieg higieniczy duży,648
1778,1778,2020-05-28,15:45:00,1,00:15,chipowanie,932
1779,1779,2020-05-28,16:00:00,1,01:00,antykoncepcja,274
1780,1780,2020-05-28,08:00:00,2,02:00,eutanazja,970
1781,1781,2020-05-28,11:15:00,2,02:00,eutanazja,936
1782,1782,2020-05-28,13:15:00,2,01:00,antykoncepcja,65
1783,1783,2020-05-28,14:30:00,2,00:15,wydanie paszportu,647
1784,1784,2020-05-28,16:00:00,2,02:00,eutanazja,139
1785,1785,2020-05-28,08:00:00,3,00:15,konsultacja chirurgiczna,599
1786,1786,2020-05-28,09:00:00,3,01:00,zabieg okulistyczny ,1142
1787,1787,2020-05-28,12:00:00,3,01:00,zabieg chirurgii wewnętrznej,578
1788,1788,2020-05-28,13:30:00,3,00:30,zabieg chirurgiczny drobny,304
1789,1789,2020-05-28,16:15:00,3,01:00,zabieg chrurgii zewnętrznej,1179
1790,1790,2020-05-28,17:15:00,3,00:15,konsultacja chirurgiczna,816
1791,1791,2020-05-28,17:45:00,3,00:15,konsultacja chirurgiczna,826
1792,1792,2020-05-29,08:00:00,2,00:30,RTG,373
1793,1793,2020-05-29,08:30:00,2,00:15,badanie krwi,641
1794,1794,2020-05-29,08:45:00,2,00:30,EKG,424
1795,1795,2020-05-29,09:45:00,2,00:30,EKG,1102
1796,1796,2020-05-29,10:30:00,2,00:15,chipowanie,294
1797,1797,2020-05-29,11:00:00,2,01:00,zabieg ortopedyczny,16
1798,1798,2020-05-29,12:30:00,2,00:15,kontrolna,306
1799,1799,2020-05-29,12:45:00,2,00:15,kontrolna,711
1800,1800,2020-05-29,15:00:00,2,00:30,RTG,460
1801,1801,2020-05-29,17:00:00,2,01:00,zabieg ortopedyczny,620
1802,1802,2020-05-30,10:00:00,1,00:30,kroplówka witaminowa,1039
1803,1803,2020-05-30,10:30:00,1,00:30,EKG,464
1804,1804,2020-05-30,11:15:00,1,02:00,eutanazja,73
1805,1805,2020-05-31,09:30:00,2,00:15,wydanie paszportu,963
1806,1806,2020-05-31,11:45:00,2,02:00,Kompleksowy zestaw badań ,539
1807,1807,2020-06-01,11:00:00,1,02:00,eutanazja,382
1808,1808,2020-06-01,13:15:00,1,01:00,zabieg ortopedyczny,904
1809,1809,2020-06-01,14:15:00,1,01:00,antykoncepcja,262
1810,1810,2020-06-01,15:30:00,1,00:15,wydanie paszportu,1157
1811,1811,2020-06-01,15:45:00,1,02:00,eutanazja,296
1812,1812,2020-06-01,09:15:00,3,00:15,konsultacja chirurgiczna,58
1813,1813,2020-06-01,09:30:00,3,00:15,konsultacja chirurgiczna,1116
1814,1814,2020-06-01,11:30:00,3,00:15,konsultacja chirurgiczna,890
1815,1815,2020-06-01,12:15:00,3,00:15,konsultacja chirurgiczna,156
1816,1816,2020-06-01,13:30:00,3,00:30,zabieg chirurgiczny drobny,932
1817,1817,2020-06-01,14:15:00,3,00:30,zabieg chirurgiczny drobny,1033
1818,1818,2020-06-01,14:45:00,3,00:15,konsultacja chirurgiczna,883
1819,1819,2020-06-01,15:00:00,3,00:15,konsultacja chirurgiczna,462
1820,1820,2020-06-01,15:15:00,3,00:15,konsultacja chirurgiczna,342
1821,1821,2020-06-01,15:30:00,3,01:00,zabieg chirurgii wewnętrznej,1035
1822,1822,2020-06-02,10:00:00,1,01:00,zabieg ortopedyczny,1006
1823,1823,2020-06-02,13:00:00,1,02:00,eutanazja,124
1824,1824,2020-06-02,15:00:00,1,00:15,zabieg higieniczny drobny,459
1825,1825,2020-06-02,08:00:00,2,01:00,testy alergiczne,1194
1826,1826,2020-06-02,09:00:00,2,01:00,zabieg ortopedyczny,141
1827,1827,2020-06-02,15:00:00,2,02:00,eutanazja,1110
1828,1828,2020-06-02,09:00:00,3,00:15,konsultacja chirurgiczna,470
1829,1829,2020-06-02,09:30:00,3,00:30,zabieg chirurgiczny drobny,882
1830,1830,2020-06-02,10:00:00,3,00:30,zabieg chirurgiczny drobny,991
1831,1831,2020-06-02,11:30:00,3,00:15,konsultacja chirurgiczna,1169
1832,1832,2020-06-02,13:15:00,3,00:15,konsultacja chirurgiczna,699
1833,1833,2020-06-02,13:30:00,3,00:15,konsultacja chirurgiczna,759
1834,1834,2020-06-02,14:30:00,3,01:00,zabieg okulistyczny ,725
1835,1835,2020-06-03,08:00:00,1,02:00,Kompleksowy zestaw badań ,914
1836,1836,2020-06-03,10:30:00,1,00:15,chipowanie,120
1837,1837,2020-06-03,10:45:00,1,00:15,wydanie paszportu,519
1838,1838,2020-06-03,11:15:00,1,00:30,zabieg higieniczy duży,212
1839,1839,2020-06-03,12:00:00,1,00:15,badanie krwi,246
1840,1840,2020-06-03,12:15:00,1,00:30,kroplówka witaminowa,422
1841,1841,2020-06-03,12:45:00,1,00:15,chipowanie,94
1842,1842,2020-06-03,13:00:00,1,00:15,wydanie paszportu,899
1843,1843,2020-06-03,13:15:00,1,01:00,testy alergiczne,602
1844,1844,2020-06-03,14:15:00,1,02:00,eutanazja,329
1845,1845,2020-06-03,08:00:00,2,00:15,badanie krwi,249
1846,1846,2020-06-03,08:30:00,2,02:00,Kompleksowy zestaw badań ,903
1847,1847,2020-06-03,13:00:00,2,01:00,testy alergiczne,10
1848,1848,2020-06-03,14:00:00,2,00:15,wydanie paszportu,1194
1849,1849,2020-06-03,14:15:00,2,02:00,Kompleksowy zestaw badań ,1121
1850,1850,2020-06-03,08:00:00,3,00:15,konsultacja chirurgiczna,74
1851,1851,2020-06-03,08:15:00,3,00:30,zabieg chirurgiczny drobny,671
1852,1852,2020-06-03,09:00:00,3,00:15,konsultacja chirurgiczna,385
1853,1853,2020-06-03,09:15:00,3,01:00,zabieg chirurgii wewnętrznej,257
1854,1854,2020-06-03,10:15:00,3,00:30,zabieg chirurgiczny drobny,839
1855,1855,2020-06-03,12:45:00,3,00:30,zabieg chirurgiczny drobny,523
1856,1856,2020-06-04,08:00:00,1,02:00,eutanazja,660
1857,1857,2020-06-04,11:15:00,1,01:00,zabieg ortopedyczny,794
1858,1858,2020-06-04,12:15:00,1,00:15,badanie krwi,408
1859,1859,2020-06-04,12:30:00,1,00:30,USG,1165
1860,1860,2020-06-04,14:15:00,1,00:15,kontrolna,495
1861,1861,2020-06-04,14:30:00,1,00:15,szczepienie,347
1862,1862,2020-06-04,16:45:00,1,02:00,Kompleksowy zestaw badań ,813
1863,1863,2020-06-04,08:00:00,2,00:30,RTG,1121
1864,1864,2020-06-04,08:30:00,2,00:15,zabieg higieniczny drobny,643
1865,1865,2020-06-04,08:45:00,2,01:00,testy alergiczne,1171
1866,1866,2020-06-04,09:45:00,2,00:30,zabieg higieniczy duży,768
1867,1867,2020-06-04,10:15:00,2,00:30,EKG,514
1868,1868,2020-06-04,10:45:00,2,00:15,zabieg higieniczny drobny,467
1869,1869,2020-06-04,14:45:00,2,00:15,zabieg higieniczny drobny,671
1870,1870,2020-06-04,15:00:00,2,01:00,testy alergiczne,58
1871,1871,2020-06-04,16:45:00,2,00:30,zabieg higieniczy duży,87
1872,1872,2020-06-04,17:15:00,2,00:15,kontrolna,444
1873,1873,2020-06-04,09:30:00,3,00:15,konsultacja chirurgiczna,714
1874,1874,2020-06-04,09:45:00,3,00:15,konsultacja chirurgiczna,388
1875,1875,2020-06-04,10:00:00,3,02:00,operacja w znieczuleniu częściowym,275
1876,1876,2020-06-04,13:30:00,3,00:15,konsultacja chirurgiczna,351
1877,1877,2020-06-04,16:15:00,3,00:30,zabieg chirurgiczny drobny,1146
1878,1878,2020-06-05,08:00:00,2,00:15,wydanie paszportu,470
1879,1879,2020-06-05,08:45:00,2,02:00,Kompleksowy zestaw badań ,464
