,id_zwierzęcia,id_właściciela,Imię,Data urodzenia,Data rejestracji,Gatunek,Rasa,Płeć
395,395,380,Fela,2011-09-05,2020-06-21,pies,foksterier,K
396,396,555,Frotka,2012-12-20,2021-02-27,pies,dalmatyńczyk,K
397,397,801,Kuka,2012-02-08,2020-02-02,pies,grzywacz chiński,K
398,398,3,JuniKaja,2018-06-29,2020-10-04,pies,golden retriever,K
399,399,741,Lea,2013-01-21,2020-08-31,pies,terier,K
400,400,389,Fetka,2011-07-26,2019-11-25,kot,burmański,K
401,401,227,Rufi,2017-07-01,2020-11-03,królik,baranek miniaturka,K
402,402,79,Wiera,2019-01-13,2020-08-17,koszatniczka,,K
403,403,202,Rosita,2012-02-17,2020-07-07,kot,sfinks,K
404,404,568,Jasmine,2019-03-25,2021-05-23,świnka morska,peruwianka,K
405,405,821,Leksi,2018-01-01,2020-04-15,pies,yorkshire terrier,K
406,406,323,Bandi,2017-05-26,2019-10-25,pies,spaniel,K
407,407,904,Mija,2016-02-03,2020-11-06,świnka morska,peruwianka,K
408,408,650,Cekinka,2012-12-06,2020-04-23,ptak,nimfa,K
409,409,687,Bajka,2013-09-30,2021-01-12,pies,owczarek,K
410,410,590,QueenLady,2010-01-02,2020-03-03,pies,chow chow,K
411,411,620,Layla,2013-09-30,2020-03-11,pies,beagle,K
412,412,251,Dżeki,2009-09-14,2020-08-09,kot,burmański,K
413,413,159,Emi,2010-12-01,2021-02-19,kot,doński,K
414,414,577,Jira,2011-09-04,2019-10-30,kot,cornish,K
415,415,235,QueenLady,2019-07-29,2019-12-09,pies,husky,K
416,416,205,Ida,2013-02-18,2020-06-23,kot,bobtail,K
417,417,288,Czacza,2016-02-09,2021-01-18,królik,mini rex,K
418,418,709,Dziunia,2012-05-31,2020-03-19,pies,terier,K
419,419,116,Bagira,2014-04-15,2020-03-06,pies,pekińczyk,K
420,420,367,Lunita,2017-06-26,2020-09-11,królik,baranek miniaturka,K
421,421,738,Arwena,2014-05-28,2020-11-20,pies,chart,K
422,422,854,Titi,2019-05-27,2020-04-05,chomik,,K
423,423,722,Mrówka,2010-04-28,2020-04-15,kot,gagamuffin,K
424,424,459,Kazia,2016-10-13,2019-10-06,pies,mops,K
425,425,468,Marysia,2011-05-27,2020-05-06,pies,grzywacz chiński,K
426,426,23,Neya,2012-12-23,2021-05-13,kot,balijski,K
427,427,26,EstradaFama,2020-10-22,2020-11-19,pies,nowofunland,K
428,428,17,Atena,2014-07-15,2021-01-29,pies,bernardyn,K
429,429,633,Freja,2018-04-17,2021-04-17,jeż hodowlany,,K
430,430,365,RysiaSaba,2013-02-03,2019-11-05,pies,kelpie,K
431,431,193,Lucy,2018-08-19,2019-10-19,pies,drever,K
432,432,521,Wenus,2015-02-23,2020-08-17,pies,nowofunland,K
433,433,713,Hera,2012-04-29,2020-06-03,kot,rosyjski,K
434,434,466,Alfa,2020-05-06,2020-05-22,jeż hodowlany,,K
435,435,387,Chica,2017-10-16,2021-03-21,pies,puli,K
436,436,906,Felka,2017-04-23,2019-12-24,królik,baranek miniaturka,K
437,437,187,Dragonka,2018-10-12,2020-12-13,królik,mini rex,K
438,438,644,Kluska,2018-10-20,2019-10-12,myszoskoczek,,K
439,439,510,Niki,2013-07-01,2020-07-17,pies,skye,K
440,440,668,Poziomka,2017-02-25,2020-04-07,pies,szpic,K
441,441,294,Meggi,2014-05-13,2021-03-11,pies,hokkaido,K
442,442,877,Sheela,2015-07-25,2020-11-29,pies,hollandse,K
443,443,719,Ofra,2010-10-15,2021-01-12,pies,wilczak,K
444,444,982,Gala,2009-04-18,2019-12-26,pies,chiuahua,K
445,445,631,Meggi,2013-08-16,2021-04-23,kot,bobtail,K
446,446,415,Fatira,2018-10-18,2021-01-29,kot,bobtail,K
447,447,327,Nirvana,2016-05-02,2020-08-24,królik,mini rex,K
448,448,455,Maya,2011-10-23,2020-11-26,kot,perski,K
449,449,591,Meggi,2019-01-04,2019-11-24,królik,teddy,K
450,450,991,Cytryna,2014-03-31,2019-10-31,pies,elkhund,K
451,451,48,Nusia,2015-02-08,2021-04-01,pies,rottweiler,K
452,452,846,Oreo,2011-11-01,2019-12-05,pies,shiba inu,K
453,453,925,Pepper,2020-02-25,2020-07-18,świnka morska,abisyńska,K
454,454,703,Pięknota,2010-10-13,2020-03-23,pies,wilczak,K
455,455,105,Betty,2015-04-23,2020-07-16,pies,nowofunland,K
456,456,698,Plamka,2020-08-05,2021-05-28,pies,drever,K
457,457,503,Plamka,2020-04-24,2020-08-18,pies,hokkaido,K
458,458,960,Reja,2020-06-02,2020-06-05,pies,ogar,K
459,459,138,Lucia,2010-11-07,2019-12-09,kot,turecki van,K
460,460,634,Princess,2014-10-27,2019-12-03,pies,dog,K
461,461,179,Trusia,2010-01-12,2021-02-17,kot,gagamuffin,K
462,462,603,Delta,2013-06-24,2020-05-20,kot,tiffanie,K
463,463,872,Kosmo,2015-06-09,2020-01-12,pies,whippet,K
464,464,382,Dolly,2011-04-30,2020-01-31,pies,foksterier,K
465,465,842,Molly,2013-11-08,2019-12-12,pies,alaskan,K
466,466,477,Milka,2019-06-08,2020-05-12,pies,chart,K
467,467,471,Aza,2018-12-09,2020-05-14,królik,baranek miniaturka,K
468,468,777,Księżniczka,2021-02-13,2021-03-21,pies,hollandse,K
469,469,175,Józia,2018-12-24,2021-02-19,myszoskoczek,,K
470,470,225,Fika,2014-07-14,2020-05-02,pies,bokser,K
471,471,570,Aksa,2016-07-14,2021-05-01,kot,bengalski,K
472,472,302,Mila,2017-04-24,2020-06-22,pies,mastif,K
473,473,238,Kosmo,2019-07-10,2021-03-05,chomik,,K
474,474,241,Jackie,2013-12-29,2020-06-08,pies,owczarek,K
475,475,679,Całka,2013-09-02,2020-06-17,pies,lablador,K
476,476,594,Elwirka,2020-07-21,2020-09-21,królik,baranek miniaturka,K
477,477,22,Carlajna,2019-01-11,2020-10-30,kot,tajski,K
478,478,918,Fredzia,2019-07-28,2021-03-27,kot,europejski,K
479,479,800,Tesla,2016-07-27,2020-11-24,pies,maltańczyk,K
480,480,852,Simba,2014-01-11,2019-11-26,pies,faraona,K
481,481,514,Sallem,2012-05-16,2019-11-11,pies,pinczer,K
482,482,289,Letty,2017-03-02,2020-08-07,pies,elkhund,K
483,483,110,Ricco,2020-05-04,2021-04-02,pies,drever,K
484,484,874,Hiro,2010-03-20,2019-11-26,kot,dachowiec,K
485,485,428,Candy,2012-03-25,2021-06-01,pies,buldog francuski,K
486,486,168,Kropka,2007-06-29,2021-06-01,kot,tajski,K
487,487,943,Tajga,2011-08-08,2020-12-29,kot,maine coon,K
488,488,917,Pyśka,2019-01-15,2021-01-07,jeż hodowlany,,K
489,489,420,Peggy,2019-04-01,2021-02-01,pies,skye,K
490,490,186,Goja,2016-04-26,2020-02-18,pies,berneński,K
491,491,257,Ruda,2016-05-25,2020-10-10,świnka morska,gładkowłosa,K
492,492,246,Józia,2016-09-02,2020-06-16,pies,shar pei,K
493,493,789,Iskra,2010-10-07,2020-11-02,pies,jamnik,K
494,494,395,Kari,2011-12-21,2019-11-10,pies,nagi,K
495,495,526,Mani,2012-08-02,2020-02-28,pies,coker spaniel,K
496,496,411,Figa,2018-01-09,2019-10-12,jeż hodowlany,,K
497,497,91,Pasja,2016-12-25,2020-06-11,świnka morska,abisyńska,K
498,498,613,Nutka,2012-04-03,2021-04-27,kot,burmański,K
499,499,576,Sissi,2009-06-27,2020-12-24,kot,burmański,K
500,500,694,Liberate,2020-03-06,2020-11-23,pies,welsh corgi,K
501,501,371,Sunia,2018-02-23,2020-12-16,pies,bloodhound,K
502,502,912,Marcelina,2011-07-07,2020-06-19,pies,charcik,K
503,503,247,Alaska,2008-03-08,2020-08-22,kot,brytyjski,K
504,504,135,Tasia,2019-02-18,2021-03-17,pies,bullmastif,K
505,505,600,Cekinka,2013-10-20,2020-07-31,pies,cavalier,K
506,506,916,Dafcia,2017-01-26,2021-01-31,świnka morska,peruwianka,K
507,507,95,Bletka,2016-08-26,2020-01-04,kot,burmański,K
508,508,408,Rusia,2013-08-07,2020-03-16,pies,whippet,K
509,509,290,Glasi,2013-01-09,2020-09-03,pies,hokkaido,K
510,510,346,Poppi,2011-02-23,2020-08-14,pies,szpic,K
511,511,587,Mućka,2018-01-29,2020-05-29,pies,pondeco,K
512,512,624,Bandi,2014-04-30,2019-12-26,pies,elkhund,K
513,513,427,Józia,2013-12-06,2020-01-21,pies,shiba inu,K
514,514,996,Mila,2012-01-19,2020-03-30,pies,szpic,K
515,515,359,TysiaWanda,2014-05-29,2020-06-10,pies,sznaucer,K
516,516,790,Dżeki,2012-12-06,2021-04-23,pies,doberman,K
517,517,83,Pestka,2012-01-20,2020-01-03,pies,shiba inu,K
518,518,491,Mijka,2013-11-25,2020-09-07,pies,shiba inu,K
519,519,340,Ama,2009-03-12,2020-03-21,kot,gagamuffin,K
520,520,300,Sasuke,2020-05-24,2020-10-09,pies,pekińczyk,K
521,521,938,Marysia,2012-07-02,2021-03-04,pies,pudel,K
522,522,933,Debbie,2015-10-20,2021-05-04,ptak,słowik chiński,K
523,523,253,Lotta,2013-09-05,2020-04-05,pies,maltańczyk,K
524,524,525,Blanca,2017-05-27,2020-03-22,pies,cavalier,K
525,525,103,Alaska,2014-08-22,2020-09-30,pies,rottweiler,K
526,526,903,Aksa,2016-01-08,2020-06-04,ptak,papużka falista,K
527,527,87,Sunia,2011-04-29,2020-02-19,pies,skye,K
528,528,58,Balbina,2018-09-24,2019-11-01,pies,bloodhound,K
529,529,9,Nesca,2010-02-06,2021-03-06,pies,puli,K
530,530,667,Lula,2010-11-02,2020-11-05,pies,skye,K
531,531,665,Tara,2016-10-30,2020-09-01,kot,perski,K
532,532,531,Frytka,2013-07-19,2020-08-16,kot,bombajski,K
533,533,768,Ksara,2010-03-02,2021-04-19,pies,bearded collie,K
534,534,862,Kes,2012-03-30,2020-12-03,pies,wyżeł,K
535,535,771,Sandra,2015-09-14,2020-02-17,pies,bernardyn,K
536,536,334,Mrunia,2011-08-02,2020-06-27,pies,ogar,K
537,537,737,Hikari,2012-05-13,2020-01-19,kot,abisyński,K
538,538,137,Hana,2013-02-03,2021-04-16,kot,syberyjski,K
539,539,813,Misa,2013-06-02,2020-02-19,pies,samoyed,K
540,540,541,Szaga,2011-05-25,2019-11-20,pies,lhasa apso,K
541,541,733,Stefania,2013-03-31,2020-10-06,kot,hawański,K
542,542,566,Abra,2010-01-28,2019-10-10,ptak,papuga,K
543,543,610,Kosmo,2012-01-10,2021-03-10,pies,pudel,K
544,544,37,Nusia,2011-07-07,2021-03-16,kot,abisyński,K
545,545,283,Chloe,2008-10-02,2020-07-02,kot,tajski,K
546,546,309,Mrówka,2013-09-20,2019-12-09,kot,kartuski,K
547,547,619,Wiera,2019-04-21,2020-11-27,pies,charcik,K
548,548,344,Jagoda,2014-01-15,2020-09-07,pies,buldog francuski,K
549,549,954,Szasta,2017-08-04,2021-02-13,pies,grzywacz chiński,K
550,550,237,Pele,2010-10-18,2021-01-15,kot,abisyński,K
551,551,243,Klara,2012-07-08,2020-08-30,kot,hawański,K
552,552,721,Lala,2016-10-21,2020-02-12,świnka morska,abisyńska,K
553,553,642,Luka,2017-07-08,2021-03-17,królik,teddy,K
554,554,240,Fizia,2011-09-30,2021-05-27,pies,chow chow,K
555,555,833,Beza,2015-11-26,2020-12-15,pies,chart,K
556,556,527,Kleosia,2016-04-03,2020-06-03,pies,szpic,K
557,557,207,Dora,2016-10-12,2021-01-09,królik,lew miniaturka,K
558,558,183,Leyla,2018-06-07,2020-09-18,pies,chow chow,K
559,559,502,Plamcia,2019-10-16,2019-11-01,kot,syberyjski,K
560,560,795,Bambi,2011-06-19,2021-01-12,kot,amerykański,K
561,561,885,Nela,2013-11-30,2020-10-01,pies,shiba inu,K
562,562,12,Axa,2010-05-01,2020-05-01,kot,gagamuffin,K
563,563,859,Luna,2017-11-10,2021-03-12,jeż hodowlany,,K
564,564,8,Bodo,2012-07-09,2020-11-27,pies,samoyed,K
565,565,740,Lajla,2014-09-08,2020-02-14,pies,sznaucer,K
566,566,729,Cytryna,2010-10-04,2019-10-18,kot,rosyjski,K
567,567,609,Płoszka,2010-12-28,2019-11-17,kot,burmański,K
568,568,57,Pchełka,2020-08-01,2021-05-22,ptak,papużka falista,K
569,569,978,Fatira,2013-05-30,2020-11-03,pies,dog,K
570,570,164,QueenLady,2011-03-28,2020-01-16,kot,burmański,K
571,571,192,Carmen,2013-10-31,2020-12-22,ptak,nimfa,K
572,572,705,Mela,2014-11-05,2019-12-05,pies,bokser,K
573,573,509,Heidi,2016-07-22,2021-04-21,pies,buldog angielski,K
574,574,249,Gapcia,2013-12-04,2020-11-19,pies,akita,K
575,575,172,Kira,2008-02-13,2020-08-20,kot,perski,K
576,576,485,Kiker,2017-02-05,2020-02-12,świnka morska,peruwianka,K
577,577,41,Lusi,2011-09-26,2020-04-20,kot,brytyjski,K
578,578,462,Marusia,2012-02-11,2019-11-09,kot,perski,K
579,579,883,Jumka,2018-10-15,2020-05-07,świnka morska,peruwianka,K
580,580,56,Maja,2018-08-06,2021-05-12,pies,shiba inu,K
581,581,281,Akuma,2016-03-08,2020-08-05,pies,akita,K
582,582,645,Tifi,2018-02-03,2021-04-23,pies,hot,K
583,583,963,Arwena,2013-03-31,2019-10-16,pies,owczarek,K
584,584,78,Mycha,2018-05-02,2019-12-26,pies,akita,K
585,585,614,Pchełka,2011-07-11,2019-11-05,pies,charcik,K
586,586,986,Minka,2020-12-22,2021-05-22,mysz domowa,,K
587,587,342,Ligia,2015-08-28,2019-12-29,koszatniczka,,K
588,588,824,Olivia,2012-06-06,2020-11-18,pies,spaniel,K
589,589,708,Saga,2016-06-17,2021-04-19,pies,terier,K
590,590,641,moon,2012-03-19,2020-06-16,kot,bombajski,K
591,591,34,Kari,2014-10-31,2020-06-01,pies,szpic,K
592,592,539,Kimiko,2020-03-10,2020-09-30,królik,lew miniaturka,K
593,593,754,Rafa,2017-02-11,2020-12-29,jeż hodowlany,,K
594,594,940,Dragonka,2011-12-09,2019-10-05,pies,yorkshire terrier,K
595,595,809,Sunia,2014-11-18,2021-05-27,pies,doberman,K
596,596,233,Noxa,2013-01-05,2020-07-12,pies,wilczak,K
597,597,165,Bajra,2016-02-05,2021-05-25,szynszyla,,K
598,598,993,Lizi,2012-02-12,2021-03-01,kot,bombajski,K
599,599,879,Solo,2019-09-12,2020-01-31,pies,faraona,K
600,600,341,Pysia,2016-02-14,2021-02-20,ptak,papużka falista,K
601,601,958,Rufuska,2020-07-28,2020-10-15,pies,charcik,K
602,602,855,Mii,2016-04-16,2020-05-10,pies,pondeco,K
603,603,260,Kira,2014-12-08,2021-03-04,pies,shar pei,K
604,604,838,Marysia,2016-01-03,2021-01-12,kot,balijski,K
605,605,582,Ajsza,2013-10-12,2021-03-05,pies,gończy,K
606,606,188,Sushi,2011-01-16,2021-02-17,pies,yorkshire terrier,K
607,607,557,Dolly,2017-10-20,2019-12-01,pies,ogar,K
608,608,214,Salusia,2014-11-16,2020-09-05,pies,sznaucer,K
609,609,959,Kali,2017-01-09,2021-02-25,pies,yorkshire terrier,K
610,610,31,Dżejlo,2008-10-04,2020-12-03,kot,brytyjski,K
611,611,170,Bletka,2016-11-16,2021-04-16,świnka morska,abisyńska,K
612,612,779,Leyla,2013-04-11,2020-10-08,pies,charcik,K
613,613,914,Rozi,2014-02-22,2020-11-18,pies,owczarek,K
614,614,465,Kuga,2018-06-30,2020-12-09,pies,lablador,K
615,615,15,Dzidka,2016-10-11,2020-04-17,pies,hollandse,K
616,616,735,Scarlet,2013-03-03,2020-10-15,pies,dog,K
617,617,924,Ptysia,2012-11-12,2020-10-03,pies,boston tereier,K
618,618,953,Gandzia,2010-04-15,2020-11-12,pies,yorkshire terrier,K
619,619,483,Fifidorea,2018-03-27,2021-02-07,pies,hot,K
620,620,776,Krysia,2017-08-23,2019-12-09,kot,perski,K
621,621,571,Isia,2015-12-03,2020-10-29,kot,burmański,K
622,622,581,Lenka,2008-06-11,2019-12-26,pies,pudel,K
623,623,861,Basta,2016-05-11,2021-01-27,królik,lew miniaturka,K
624,624,366,Szerpa,2012-01-30,2020-05-20,pies,boston tereier,K
625,625,231,Ksara,2012-10-16,2020-05-16,pies,chow chow,K
626,626,210,SzyszkaTaja,2012-01-15,2020-01-25,pies,shiba inu,K
627,627,970,Meggi,2021-04-29,2021-05-10,kot,dachowiec,K
628,628,766,Inka,2015-01-26,2020-04-06,pies,akita,K
629,629,298,Lonelity,2020-03-29,2020-09-17,świnka morska,peruwianka,K
630,630,599,Bazia,2011-05-21,2021-03-10,pies,yorkshire terrier,K
631,631,195,Sissi,2011-08-11,2020-04-26,kot,ragdoll,K
632,632,887,Dziunia,2010-07-09,2021-03-25,pies,beagle,K
633,633,980,Bunia,2018-09-18,2020-08-18,pies,charcik,K
634,634,974,Gini,2014-07-03,2020-03-11,pies,drever,K
635,635,303,Leia,2011-08-16,2020-07-08,kot,hawański,K
636,636,857,Leia,2012-06-06,2020-02-29,kot,hawański,K
637,637,607,Carmel,2018-03-07,2019-12-26,kot,abisyński,K
638,638,654,Mufka,2017-09-05,2020-11-26,jeż hodowlany,,K
639,639,893,Lucia,2013-05-18,2021-03-25,pies,alaskan,K
640,640,880,Tila,2016-08-17,2021-05-09,kot,ragdoll,K
641,641,899,Kuka,2020-04-21,2020-05-27,pies,hokkaido,K
642,642,454,Akuma,2018-03-13,2020-10-30,pies,drever,K
643,643,919,Blanca,2009-09-04,2020-02-14,kot,brytyjski,K
644,644,36,Mitka,2015-08-18,2021-05-30,pies,buldog angielski,K
645,645,448,Fika,2011-02-16,2020-06-02,kot,turecki van,K
646,646,685,Maja,2018-07-05,2020-12-28,ptak,kanarek,K
647,647,32,Aysha,2017-03-05,2020-04-21,kot,bengalski,K
648,648,997,Ama,2015-05-11,2020-01-29,pies,pinczer,K
649,649,30,Mini,2013-12-30,2020-05-10,pies,husky,K
650,650,275,Elka,2016-02-25,2020-08-04,świnka morska,gładkowłosa,K
651,651,727,Frotka,2016-11-27,2020-06-03,kot,bombajski,K
652,652,799,Florka,2015-08-20,2020-07-22,koszatniczka,,K
653,653,828,Plamka,2009-09-07,2020-07-31,kot,tajski,K
654,654,139,Misia,2016-02-07,2020-10-26,pies,hollandse,K
655,655,268,Kovu,2015-10-09,2021-05-14,pies,hollandse,K
656,656,242,Bakara,2013-06-04,2020-04-30,pies,spaniel,K
657,657,60,Julka,2013-03-17,2020-08-13,pies,pondeco,K
658,658,49,Ligia,2017-11-27,2019-10-30,ptak,nimfa,K
659,659,830,Mani,2020-12-23,2021-03-27,pies,mastif,K
660,660,941,Biała,2015-05-31,2019-12-22,pies,buldog angielski,K
661,661,44,Morena,2009-08-25,2020-02-09,pies,wilczak,K
662,662,173,Malwka,2016-07-17,2020-11-20,pies,welsh corgi,K
663,663,707,Dafcia,2017-09-05,2020-02-18,pies,hollandse,K
664,664,255,Carmen,2017-07-20,2020-09-02,pies,lhasa apso,K
665,665,994,Prima,2015-03-15,2021-04-04,pies,mastif,K
666,666,265,Dżeki,2018-12-25,2020-10-26,świnka morska,peruwianka,K
667,667,390,Gapcia,2013-04-29,2021-04-27,pies,mops,K
668,668,431,Doris,2019-02-28,2020-05-21,pies,gończy,K
669,669,0,Fela,2009-12-16,2020-11-28,kot,abisyński,K
670,670,886,Nesca,2015-09-26,2020-02-05,pies,buldog francuski,K
671,671,512,Milka,2012-07-30,2019-12-31,kot,bobtail,K
672,672,810,Lunia,2020-08-18,2021-01-05,pies,buldog angielski,K
673,673,651,Nutka,2016-03-11,2019-11-24,pies,nowofunland,K
674,674,280,Jira,2018-06-06,2021-04-23,pies,alaskan,K
675,675,130,Fibi,2013-03-24,2020-11-12,pies,husky,K
676,676,756,Dolly,2012-08-28,2020-09-05,pies,bloodhound,K
677,677,761,Józia,2014-03-19,2020-10-04,pies,faraona,K
678,678,432,Migotka,2018-11-17,2020-06-18,pies,hot,K
679,679,537,Keysi,2011-02-18,2020-10-26,kot,turecki van,K
680,680,584,DżelkaEdzia,2013-02-08,2019-11-18,kot,syberyjski,K
681,681,520,Dianka,2017-04-23,2020-06-29,pies,berneński,K
682,682,950,Elwirka,2011-05-01,2020-08-10,pies,wyżeł,K
683,683,975,Dama,2018-01-27,2020-07-08,świnka morska,gładkowłosa,K
684,684,653,Chika,2011-10-26,2021-01-21,pies,shiba inu,K
685,685,451,Misia,2014-07-15,2021-04-23,pies,gończy,K
686,686,114,Stefcia,2010-07-16,2020-02-26,pies,jamnik,K
687,687,627,Nusia,2020-09-20,2021-05-12,pies,dalmatyńczyk,K
688,688,836,Nuśka,2011-04-16,2020-02-17,pies,jamnik,K
689,689,384,Inka,2012-05-01,2020-12-22,pies,boston tereier,K
690,690,456,Nuśka,2019-05-22,2020-09-21,kot,abisyński,K
691,691,507,Kornelia,2016-01-08,2020-11-01,pies,drever,K
692,692,348,Bunia,2018-03-31,2020-07-05,pies,terier,K
693,693,774,Mycha,2016-06-22,2020-10-22,koszatniczka,,K
694,694,816,Nami,2020-04-15,2021-05-17,pies,pekińczyk,K
695,695,930,Kenay,2011-08-08,2020-08-22,pies,jamnik,K
696,696,488,Merida,2015-03-20,2020-04-04,szynszyla,,K
697,697,693,Mufinka,2016-09-24,2021-04-29,pies,drever,K
698,698,554,Wenus,2013-11-09,2020-12-17,pies,dog,K
699,699,125,Pepper,2013-03-17,2019-12-06,pies,sznaucer,K
700,700,579,Chini,2014-03-07,2019-11-07,pies,kelpie,K
701,701,985,Cassie,2019-09-30,2021-01-23,pies,buldog angielski,K
702,702,947,Wiera,2013-10-07,2019-12-30,pies,samoyed,K
703,703,385,Sejka,2020-05-09,2020-12-04,kot,bengalski,K
704,704,505,Latte,2012-10-05,2021-01-08,kot,sfinks,K
705,705,501,Peppa,2010-12-20,2019-12-24,kot,amerykański,K
706,706,151,Paksa,2012-05-01,2020-08-21,kot,dachowiec,K
707,707,394,Czika,2012-08-31,2020-11-22,pies,buldog francuski,K
708,708,230,Dama,2013-07-20,2020-04-11,pies,dog,K
709,709,131,Moli,2011-09-04,2020-05-24,pies,grzywacz chiński,K
710,710,630,Bona,2021-02-11,2021-02-18,świnka morska,gładkowłosa,K
711,711,55,Czika,2014-04-12,2020-03-21,pies,chart,K
712,712,29,Emi,2019-10-30,2021-01-14,kot,bobtail,K
713,713,397,Lunia,2013-09-22,2020-03-20,pies,sznaucer,K
714,714,649,Perła,2010-11-13,2020-05-22,kot,turecki van,K
715,715,711,Clea,2009-03-08,2020-03-02,ptak,papuga,K
716,716,939,Kama,2020-06-28,2020-11-26,pies,buldog francuski,K
717,717,770,Nitka,2011-06-09,2021-04-06,pies,shih tzu,K
718,718,513,Ravi,2018-06-23,2020-10-24,pies,chow chow,K
719,719,124,Diana,2012-03-23,2020-10-19,pies,pekińczyk,K
720,720,401,Chika,2020-09-06,2020-12-19,kot,dachowiec,K
721,721,529,Liya,2015-02-01,2019-12-05,pies,buldog angielski,K
722,722,967,Tini,2017-04-02,2021-01-13,jeż hodowlany,,K
723,723,647,Rafa,2011-10-14,2021-03-15,pies,spaniel,K
724,724,595,Moli,2011-10-15,2020-03-02,pies,chow chow,K
725,725,617,Merry,2011-07-07,2020-02-23,kot,abisyński,K
726,726,605,Szara,2013-04-23,2020-01-28,pies,bokser,K
727,727,724,Cytryna,2012-01-03,2019-12-08,kot,sfinks,K
728,728,989,Kala,2013-09-16,2020-12-06,pies,golden retriever,K
729,729,656,Rufi,2014-03-27,2020-08-09,pies,pudel,K
730,730,567,Fiona,2012-08-25,2020-12-07,pies,charcik,K
731,731,730,Ligia,2013-01-21,2020-03-13,pies,yorkshire terrier,K
732,732,65,Daisy,2018-11-05,2020-08-05,pies,buldog angielski,K
733,733,781,EstradaFama,2013-02-14,2020-09-29,pies,elkhund,K
734,734,655,Lena,2015-08-03,2020-07-08,kot,bombajski,K
735,735,546,HuanaIga,2012-12-23,2020-07-26,pies,pudel,K
736,736,331,Punia,2012-02-24,2021-04-07,pies,puli,K
737,737,199,Jetta,2011-08-18,2020-03-21,kot,europejski,K
738,738,870,Abi,2019-04-20,2021-01-05,szczur domowy,,K
739,739,681,Kes,2012-10-11,2021-05-06,kot,hawański,K
740,740,218,Florka,2013-08-07,2019-10-11,pies,dog,K
741,741,94,Mućka,2010-11-15,2021-05-23,pies,charcik,K
742,742,104,Layla,2019-02-07,2020-02-13,pies,shar pei,K
743,743,312,Rosa,2017-02-09,2021-05-14,kot,bengalski,K
744,744,276,Marysia,2018-03-16,2020-09-15,pies,lablador,K
745,745,358,Lucia,2017-09-12,2021-05-22,świnka morska,peruwianka,K
746,746,558,Blu,2017-06-12,2020-06-13,królik,teddy,K
747,747,948,Ptysia,2011-04-08,2020-11-17,pies,puli,K
748,748,446,Mii,2017-06-30,2021-03-30,królik,baranek miniaturka,K
749,749,894,Goja,2013-04-06,2020-09-23,pies,maltańczyk,K
750,750,71,LusiaMadi,2016-09-05,2021-04-20,kot,europejski,K
751,751,154,Gordon,2009-11-13,2020-10-06,kot,syjamski,M
752,752,538,Clifford,2013-12-30,2021-05-10,pies,shiba inu,M
753,753,76,Bączuś,2012-04-04,2021-02-26,kot,ragdoll,M
754,754,333,Majszi,2013-12-01,2021-03-20,pies,lablador,M
755,755,969,Scotti,2015-01-23,2021-03-15,pies,bullmastif,M
756,756,67,Wiesław,2019-01-02,2021-03-15,pies,bearded collie,M
757,757,53,Silver,2017-12-24,2020-11-09,królik,teddy,M
758,758,422,Cappuccino,2009-02-27,2020-03-27,kot,syjamski,M
759,759,224,Sherlon,2018-07-23,2019-12-21,pies,husky,M
760,760,314,Dunio,2011-10-05,2020-12-17,kot,hawański,M
761,761,144,Parys,2020-11-15,2020-12-21,pies,chiuahua,M
762,762,336,Kierat,2020-07-25,2021-03-13,pies,bokser,M
763,763,839,Django,2021-04-18,2021-05-03,pies,shiba inu,M
764,764,316,Moris,2009-12-13,2020-05-04,kot,burmański,M
765,765,85,Tołdi,2015-01-07,2020-04-14,pies,chart,M
766,766,873,Tomi,2012-09-12,2021-04-28,kot,bobtail,M
767,767,354,Teo,2015-11-09,2020-06-27,pies,berneński,M
768,768,277,Spajkuś,2014-10-09,2020-02-07,pies,nowofunland,M
769,769,625,Charm,2011-04-06,2020-10-20,pies,buldog francuski,M
770,770,736,Bunio,2012-04-20,2021-03-31,pies,lhasa apso,M
771,771,748,Jimmy,2017-05-01,2021-02-17,świnka morska,abisyńska,M
772,772,343,Bruno,2018-01-15,2020-11-10,królik,teddy,M
773,773,191,Książe,2016-12-09,2020-06-21,pies,maltańczyk,M
774,774,469,Beilis,2013-10-25,2020-10-25,pies,bokser,M
775,775,40,Adi,2011-12-11,2020-11-19,pies,pinczer,M
776,776,178,Pixel,2018-02-24,2020-09-14,pies,foksterier,M
777,777,28,Femi,2020-04-07,2020-07-09,kot,hawański,M
778,778,686,Józio,2011-07-16,2020-08-27,pies,whippet,M
779,779,293,Alpi,2010-08-28,2020-01-12,pies,bearded collie,M
780,780,206,Finiek,2017-01-26,2021-01-07,pies,gończy,M
781,781,291,Toni,2015-10-02,2020-08-14,świnka morska,gładkowłosa,M
782,782,691,FuksikGabdhi,2018-12-24,2019-10-29,kot,bengalski,M
783,783,437,Mambo,2016-11-04,2021-02-09,świnka morska,abisyńska,M
784,784,497,Tago,2012-12-10,2020-09-21,pies,kelpie,M
785,785,128,Rasti,2020-06-18,2020-10-12,kot,egzotyczny,M
786,786,299,House,2016-10-09,2020-04-20,pies,komondor,M
787,787,279,Leoncjo,2018-07-05,2020-07-09,pies,bloodhound,M
788,788,297,Lenny,2011-02-13,2021-05-08,pies,welsh corgi,M
789,789,688,Jackie,2020-06-13,2021-05-13,szczur domowy,,M
